Term,Overlap,P_value,Adjusted_P_value,Old_P_value,Old_Adjusted_P_value,Odds_Ratio,Combined_Score,Genes
MyD88 cascade initiated on plasma membrane_Homo sapiens_R-HSA-975871,7/82,0.004477225756779557,0.027959817991317235,0,0,3.407818509322818,18.432044070699124,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
Generic Transcription Pathway_Homo sapiens_R-HSA-212436,33/812,0.004544819477658909,0.028266560165927362,0,0,1.6223710215037905,8.750691717252122,YAP1;PCNA;TP53RK;COX16;CCNH;TXN;COX5B;NR3C1;PPP2CB;CCNB1;UBB;PRDX1;ZNF704;PERP;TGS1;MED31;ZNF547;TCEB1;COX14;POLR2I;ZNF267;POLR2K;ZNF385A;TXNRD1;NR1D1;RRAGA;RRAGC;RHEB;RPA3;AGO2;MED20;CYCS;RAD1
Glutathione synthesis and recycling_Homo sapiens_R-HSA-174403,3/14,0.004628841592045108,0.02867258152157496,0,0,8.55431993156544,45.98330742763754,GGT7;CHAC2;GCLM
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Homo sapiens_R-HSA-975138,7/83,0.0047867752969052695,0.02953131533977848,0,0,3.366760454993627,17.984891984530687,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
Signaling by PDGF_Homo sapiens_R-HSA-186797,18/364,0.005003930418305033,0.03074704232934418,0,0,1.9740738303612555,10.457718480665209,DUSP4;PDGFRB;PSMD10;PSMD14;PDGFA;RBX1;PSMB7;PPP2CB;PSMD7;PSMB5;DUSP10;UBB;PSMA2;PSMB3;AGO2;PSMB1;FGF18;PSMD1
Immune System_Homo sapiens_R-HSA-168256,55/1547,0.005383833548648758,0.0329490613177304,0,0,1.4192687669263928,7.414763315449431,FCN1;NCF1;ITGB2;EIF4A3;CLTA;CTSV;OASL;PSMD7;DUSP10;RPS6KA5;CTSL;PSMD1;KPNA2;B2M;CD33;SKP1;DUSP4;PDGFRB;HSP90AA1;ATP6V0E1;DYNLL1;RBX1;PSMA2;BTK;LTB;PSMD10;PSMD14;WAS;PDGFA;TXN;LILRA1;CD1C;LILRA2;LILRA5;PSMB7;PPP2CB;PSMB5;UBB;PSMB3;PSMB1;CD300LB;CD59;TCEB1;ATP6V1D;POLR2K;MAP2K6;ATP6V1F;TNFSF14;UBE2B;UBE2A;NFKB1;BST2;GZMM;AGO2;FGF18
MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155,7/85,0.00545390247835615,0.03324490355332633,0,0,3.287542561934954,17.13277779890714,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181,7/85,0.00545390247835615,0.03311297933287662,0,0,3.287542561934954,17.13277779890714,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
DNA Damage Bypass_Homo sapiens_R-HSA-73893,5/46,0.005689225185138708,0.03440519578364515,0,0,4.339147791373774,22.42984123685207,PCNA;UBB;UBE2B;RPA3;RBX1
Axon guidance_Homo sapiens_R-HSA-422475,23/515,0.005689757511610659,0.034272948790410665,0,0,1.7828420828246418,9.215666989270767,DUSP4;PDGFRB;PSMD10;HSP90AA1;PSMD14;PDGFA;CLTA;RBX1;EFNB2;PSMB7;PPP2CB;MYL6;PSMD7;PSMB5;DUSP10;RPS6KA5;UBB;PSMA2;PSMB3;PSMB1;FGF18;PSMD1;MET
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling_Homo sapiens_R-HSA-2644607,2/5,0.0059559874285141185,0.035735924571084716,0,0,15.96806387225549,81.8101121738748,RBX1;SKP1
FBXW7 Mutants and NOTCH1 in Cancer_Homo sapiens_R-HSA-2644605,2/5,0.0059559874285141185,0.035596331115728914,0,0,15.96806387225549,81.8101121738748,RBX1;SKP1
Metabolism of nucleotides_Homo sapiens_R-HSA-15869,7/87,0.006188366430871221,0.036841247623474585,0,0,3.2119668708559894,16.33312176640354,CDA;DGUOK;PNP;TXNRD1;TXN;AK6;DCTPP1
Toll Like Receptor 9 (TLR9) Cascade_Homo sapiens_R-HSA-168138,7/88,0.006582092084282633,0.03903333677888538,0,0,3.175467247323535,15.951650547847853,DUSP4;PPP2CB;RPS6KA5;UBB;NFKB1;SKP1;MAP2K6
Translesion synthesis by REV1_Homo sapiens_R-HSA-110312,3/16,0.006861549912020707,0.04053348017525746,0,0,7.485029940119761,37.28908628792551,PCNA;UBB;RPA3
MAP3K8 (TPL2)-dependent MAPK1/3 activation_Homo sapiens_R-HSA-5684264,3/16,0.006861549912020707,0.04037758217458339,0,0,7.485029940119761,37.28908628792551,UBB;NFKB1;SKP1
Activated TLR4 signalling_Homo sapiens_R-HSA-166054,8/112,0.00719620148523511,0.04218462939620582,0,0,2.85143997718848,14.069580734730703,DUSP4;PPP2CB;RPS6KA5;UBB;BTK;NFKB1;SKP1;MAP2K6
Oxidative Stress Induced Senescence_Homo sapiens_R-HSA-2559580,7/91,0.007875220962714917,0.045988885774632914,0,0,3.0707815138952865,14.874970170141657,CDKN2D;UBB;H2AFZ;HIST1H2BK;TXN;HIST1H2BD;MAP2K6
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding_Homo sapiens_R-HSA-389958,4/32,0.008026392268222061,0.046693460723877395,0,0,4.990019960079841,24.076946774684178,CCT3;CCT2;PFDN2;CCT4
Translesion synthesis by POLK_Homo sapiens_R-HSA-5655862,3/17,0.008178821370273629,0.047399987486813074,0,0,7.044734061289187,33.858451747182755,PCNA;UBB;RPA3
Translesion synthesis by POLI_Homo sapiens_R-HSA-5656121,3/17,0.008178821370273629,0.04722111960950435,0,0,7.044734061289187,33.858451747182755,PCNA;UBB;RPA3
