"","Database_selected","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","link"
"845","KEGG_2019_Human","Rheumatoid arthritis","3/91",0.3983926,1,0,0,1.3186813,1.2136053,"ATP6V0E1;ITGAL;ATP6V1E1","https://www.kegg.jp/"
"1067","WikiPathways_2019_Human","Apoptosis Modulation and Signaling WP1772","3/91",0.3983926,1,0,0,1.3186813,1.2136053,"CASP4;TNFRSF25;FADD","https://www.wikipathways.org/"
"1068","WikiPathways_2019_Human","ErbB Signaling Pathway WP673","3/91",0.3983926,1,0,0,1.3186813,1.2136053,"RPS6KB1;AKT2;MAP2K7","https://www.wikipathways.org/"
"531","Reactome_2016","Regulation of cholesterol biosynthesis by SREBP (SREBF)_Homo sapiens_R-HSA-1655829","2/55",0.4013205,1,0,0,1.4545455,1.3279928,"NCOA2;LSS","http://www.reactome.org/download/index.html"
"846","KEGG_2019_Human","Legionellosis","2/55",0.4013205,1,0,0,1.4545455,1.3279928,"PYCARD;NFKB2","https://www.kegg.jp/"
"1069","WikiPathways_2019_Human","DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM WP3959","2/55",0.4013205,1,0,0,1.4545455,1.3279928,"LATS1;TRIM28","https://www.wikipathways.org/"
"532","Reactome_2016","MyD88:Mal cascade initiated on plasma membrane_Homo sapiens_R-HSA-166058","3/92",0.4051311,1,0,0,1.3043478,1.1785364,"LY96;MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"533","Reactome_2016","Toll Like Receptor TLR1:TLR2 Cascade_Homo sapiens_R-HSA-168179","3/92",0.4051311,1,0,0,1.3043478,1.1785364,"LY96;MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"534","Reactome_2016","Toll Like Receptor TLR6:TLR2 Cascade_Homo sapiens_R-HSA-168188","3/92",0.4051311,1,0,0,1.3043478,1.1785364,"LY96;MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"535","Reactome_2016","Toll Like Receptor 2 (TLR2) Cascade_Homo sapiens_R-HSA-181438","3/92",0.4051311,1,0,0,1.3043478,1.1785364,"LY96;MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"536","Reactome_2016","RIP-mediated NFkB activation via ZBP1_Homo sapiens_R-HSA-1810476","1/21",0.4125372,1,0,0,1.9047619,1.6865312,"NFKB2","http://www.reactome.org/download/index.html"
"537","Reactome_2016","Cobalamin (Cbl, vitamin B12) transport and metabolism_Homo sapiens_R-HSA-196741","1/21",0.4125372,1,0,0,1.9047619,1.6865312,"ABCC1","http://www.reactome.org/download/index.html"
"538","Reactome_2016","Aflatoxin activation and detoxification_Homo sapiens_R-HSA-5423646","1/21",0.4125372,1,0,0,1.9047619,1.6865312,"GGT7","http://www.reactome.org/download/index.html"
"539","Reactome_2016","Axon guidance_Homo sapiens_R-HSA-422475","14/515",0.412808,1,0,0,1.0873786,0.962083,"ROBO3;PSMD14;AP2A2;PSMA7;RBX1;PSMD8;PSMA6;PSMB4;PSMA4;PSMA2;PSMB3;PSMB1;ARHGEF7;CLASP2","http://www.reactome.org/download/index.html"
"1070","WikiPathways_2019_Human","MAPK Signaling Pathway WP382","7/246",0.4181965,1,0,0,1.1382114,0.992297,"MAP4K1;AKT2;RASGRP2;MAP2K7;MAPK8IP3;MAP3K4;NFKB2","https://www.wikipathways.org/"
"1071","WikiPathways_2019_Human","LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258","3/94",0.4185399,1,0,0,1.2765957,1.1118933,"PORCN;RYK;DVL3","https://www.wikipathways.org/"
"847","KEGG_2019_Human","Pyrimidine metabolism","2/57",0.4188048,1,0,0,1.4035088,1.2215445,"ENTPD4;ENTPD6","https://www.kegg.jp/"
"848","KEGG_2019_Human","Influenza A","5/171",0.4256028,1,0,0,1.1695906,0.9991213,"PYCARD;AKT2;NUP98;MAP2K7;KPNA1","https://www.kegg.jp/"
"540","Reactome_2016","Pink/Parkin Mediated Mitophagy_Homo sapiens_R-HSA-5205685","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"TOMM5","http://www.reactome.org/download/index.html"
"541","Reactome_2016","Mitophagy_Homo sapiens_R-HSA-5205647","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"TOMM5","http://www.reactome.org/download/index.html"
"542","Reactome_2016","CTLA4 inhibitory signaling_Homo sapiens_R-HSA-389513","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"AKT2","http://www.reactome.org/download/index.html"
"1072","WikiPathways_2019_Human","Complement Activation WP545","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"MASP2","https://www.wikipathways.org/"
"1073","WikiPathways_2019_Human","Methionine De Novo and Salvage Pathway WP3580","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"TXN","https://www.wikipathways.org/"
"1074","WikiPathways_2019_Human","NAD+ biosynthetic pathways WP3645","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"TNKS","https://www.wikipathways.org/"
"1075","WikiPathways_2019_Human","PI3K/AKT/mTOR - VitD3 Signalling WP4141","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"TSC1","https://www.wikipathways.org/"
"1076","WikiPathways_2019_Human","Vitamin D in inflammatory diseases WP4482","1/22",0.4272392,1,0,0,1.8181818,1.5462023,"MED14","https://www.wikipathways.org/"
"543","Reactome_2016","Formation of the beta-catenin:TCF transactivating complex_Homo sapiens_R-HSA-201722","2/58",0.4274493,1,0,0,1.3793103,1.1723029,"TRRAP;H2AFZ","http://www.reactome.org/download/index.html"
"544","Reactome_2016","B-WICH complex positively regulates rRNA expression_Homo sapiens_R-HSA-5250924","2/58",0.4274493,1,0,0,1.3793103,1.1723029,"H2AFZ;TAF1C","http://www.reactome.org/download/index.html"
"545","Reactome_2016","Formation of a pool of free 40S subunits_Homo sapiens_R-HSA-72689","3/96",0.4318478,1,0,0,1.25,1.0496026,"EIF3I;EIF3G;EIF3B","http://www.reactome.org/download/index.html"
"849","KEGG_2019_Human","Lysine degradation","2/59",0.4360258,1,0,0,1.3559322,1.1254967,"SETD2;PRDM2","https://www.kegg.jp/"
"1077","WikiPathways_2019_Human","Kit receptor signaling pathway WP304","2/59",0.4360258,1,0,0,1.3559322,1.1254967,"RPS6KB1;INPP5D","https://www.wikipathways.org/"
"1078","WikiPathways_2019_Human","B Cell Receptor Signaling Pathway WP23","3/97",0.4384604,1,0,0,1.2371134,1.0199825,"MAP4K1;INPP5D;CARD11","https://www.wikipathways.org/"
"546","Reactome_2016","Deadenylation of mRNA_Homo sapiens_R-HSA-429947","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"PAN2","http://www.reactome.org/download/index.html"
"547","Reactome_2016","Regulation of TP53 Activity through Acetylation_Homo sapiens_R-HSA-6804758","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"AKT2","http://www.reactome.org/download/index.html"
"548","Reactome_2016","Signaling by BMP_Homo sapiens_R-HSA-201451","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"SMURF1","http://www.reactome.org/download/index.html"
"549","Reactome_2016","Cholesterol biosynthesis_Homo sapiens_R-HSA-191273","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"LSS","http://www.reactome.org/download/index.html"
"1079","WikiPathways_2019_Human","NRF2-ARE regulation WP4357","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"RBX1","https://www.wikipathways.org/"
"1080","WikiPathways_2019_Human","The human immune response to tuberculosis WP4197","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"MED14","https://www.wikipathways.org/"
"1226","Panther_2016","Alpha adrenergic receptor signaling pathway_Homo sapiens_P00002","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"VAMP1","http://www.pantherdb.org/pathway/"
"1227","Panther_2016","Synaptic vesicle trafficking_Homo sapiens_P05734","1/23",0.4415739,1,0,0,1.7391304,1.4215822,"VAMP1","http://www.pantherdb.org/pathway/"
"550","Reactome_2016","RHO GTPases activate PKNs_Homo sapiens_R-HSA-5625740","2/60",0.4445323,1,0,0,1.3333333,1.0809766,"NCOA2;H2AFZ","http://www.reactome.org/download/index.html"
"551","Reactome_2016","HDACs deacetylate histones_Homo sapiens_R-HSA-3214815","2/60",0.4445323,1,0,0,1.3333333,1.0809766,"MTA1;PHF21A","http://www.reactome.org/download/index.html"
"1081","WikiPathways_2019_Human","RIG-I-like Receptor Signaling WP3865","2/60",0.4445323,1,0,0,1.3333333,1.0809766,"OTUD5;FADD","https://www.wikipathways.org/"
"1082","WikiPathways_2019_Human","Pathways Regulating Hippo Signaling WP4540","3/98",0.4450435,1,0,0,1.2244898,0.9913263,"LATS1;PRKAR2A;YY1AP1","https://www.wikipathways.org/"
"1228","Panther_2016","FGF signaling pathway_Homo sapiens_P00021","3/99",0.451596,1,0,0,1.2121212,0.9635966,"AKT2;MAP2K7;MAP3K4","http://www.pantherdb.org/pathway/"
"1083","WikiPathways_2019_Human","Prader-Willi and Angelman Syndrome WP3998","2/61",0.452967,1,0,0,1.3114754,1.0386046,"PCM1;ATP10A","https://www.wikipathways.org/"
"552","Reactome_2016","Glutamate Neurotransmitter Release Cycle_Homo sapiens_R-HSA-210500","1/24",0.4555506,1,0,0,1.6666667,1.310414,"ARL6IP5","http://www.reactome.org/download/index.html"
"553","Reactome_2016","DARPP-32 events_Homo sapiens_R-HSA-180024","1/24",0.4555506,1,0,0,1.6666667,1.310414,"PRKAR2A","http://www.reactome.org/download/index.html"
"554","Reactome_2016","TRAF6 mediated NF-kB activation_Homo sapiens_R-HSA-933542","1/24",0.4555506,1,0,0,1.6666667,1.310414,"NFKB2","http://www.reactome.org/download/index.html"
"555","Reactome_2016","IKK complex recruitment mediated by RIP1_Homo sapiens_R-HSA-937041","1/24",0.4555506,1,0,0,1.6666667,1.310414,"LY96","http://www.reactome.org/download/index.html"
"556","Reactome_2016","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol_Homo sapiens_R-HSA-193368","1/24",0.4555506,1,0,0,1.6666667,1.310414,"NCOA2","http://www.reactome.org/download/index.html"
"557","Reactome_2016","Endogenous sterols_Homo sapiens_R-HSA-211976","1/24",0.4555506,1,0,0,1.6666667,1.310414,"NCOA2","http://www.reactome.org/download/index.html"
"558","Reactome_2016","Cytosolic tRNA aminoacylation_Homo sapiens_R-HSA-379716","1/24",0.4555506,1,0,0,1.6666667,1.310414,"YARS","http://www.reactome.org/download/index.html"
"1229","Panther_2016","Oxidative stress response_Homo sapiens_P00046","1/24",0.4555506,1,0,0,1.6666667,1.310414,"TXN","http://www.pantherdb.org/pathway/"
"850","KEGG_2019_Human","HIF-1 signaling pathway","3/100",0.4581166,1,0,0,1.2,0.9367577,"RPS6KB1;AKT2;RBX1","https://www.kegg.jp/"
"851","KEGG_2019_Human","Herpes simplex virus 1 infection","13/492",0.4591227,1,0,0,1.0569106,0.8227391,"TSC1;ZNF708;ZNF529;ZNF83;AKT2;ZNF548;ZNF107;ZNF337;FADD;ZNF841;B2M;ZNF212;ZNF783","https://www.kegg.jp/"
"559","Reactome_2016","Fatty acid, triacylglycerol, and ketone body metabolism_Homo sapiens_R-HSA-535734","6/217",0.4594889,1,0,0,1.1059908,0.8600633,"MED23;NCOA2;MED14;MED8;MED15;MED7","http://www.reactome.org/download/index.html"
"1084","WikiPathways_2019_Human","MECP2 and Associated Rett Syndrome WP3584","2/62",0.461328,1,0,0,1.2903226,0.9982528,"HNRNPH1;TAF1","https://www.wikipathways.org/"
"852","KEGG_2019_Human","T cell receptor signaling pathway","3/101",0.4646041,1,0,0,1.1881188,0.9107757,"AKT2;MAP2K7;CARD11","https://www.kegg.jp/"
"1085","WikiPathways_2019_Human","Integrin-mediated Cell Adhesion WP185","3/101",0.4646041,1,0,0,1.1881188,0.9107757,"AKT2;ITGAL;ARHGEF7","https://www.wikipathways.org/"
"560","Reactome_2016","Intra-Golgi and retrograde Golgi-to-ER traffic_Homo sapiens_R-HSA-6811442","5/179",0.4646753,1,0,0,1.1173184,0.8563312,"COPB1;VPS54;NAA38;CYTH1;ARFGAP2","http://www.reactome.org/download/index.html"
"561","Reactome_2016","Toll-Like Receptors Cascades_Homo sapiens_R-HSA-168898","4/140",0.4650945,1,0,0,1.1428571,0.874874,"LY96;FADD;MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"562","Reactome_2016","Metal ion SLC transporters_Homo sapiens_R-HSA-425410","1/25",0.4691782,1,0,0,1.6,1.2108362,"SLC11A2","http://www.reactome.org/download/index.html"
"563","Reactome_2016","Post-translational modification: synthesis of GPI-anchored proteins_Homo sapiens_R-HSA-163125","1/25",0.4691782,1,0,0,1.6,1.2108362,"PIGL","http://www.reactome.org/download/index.html"
"564","Reactome_2016","Antigen Presentation: Folding, assembly and peptide loading of class I MHC_Homo sapiens_R-HSA-983170","1/25",0.4691782,1,0,0,1.6,1.2108362,"B2M","http://www.reactome.org/download/index.html"
"565","Reactome_2016","Budding and maturation of HIV virion_Homo sapiens_R-HSA-162588","1/25",0.4691782,1,0,0,1.6,1.2108362,"VPS4A","http://www.reactome.org/download/index.html"
"566","Reactome_2016","Synthesis of IP3 and IP4 in the cytosol_Homo sapiens_R-HSA-1855204","1/25",0.4691782,1,0,0,1.6,1.2108362,"INPP5D","http://www.reactome.org/download/index.html"
"567","Reactome_2016","Synthesis and interconversion of nucleotide di- and triphosphates_Homo sapiens_R-HSA-499943","1/25",0.4691782,1,0,0,1.6,1.2108362,"TXN","http://www.reactome.org/download/index.html"
"568","Reactome_2016","Glyoxylate metabolism and glycine degradation_Homo sapiens_R-HSA-389661","1/25",0.4691782,1,0,0,1.6,1.2108362,"AMT","http://www.reactome.org/download/index.html"
"853","KEGG_2019_Human","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","1/25",0.4691782,1,0,0,1.6,1.2108362,"PIGL","https://www.kegg.jp/"
"1086","WikiPathways_2019_Human","Signal Transduction of S1P Receptor WP26","1/25",0.4691782,1,0,0,1.6,1.2108362,"AKT2","https://www.wikipathways.org/"
"1230","Panther_2016","Adrenaline and noradrenaline biosynthesis_Homo sapiens_P00001","1/25",0.4691782,1,0,0,1.6,1.2108362,"VAMP1","http://www.pantherdb.org/pathway/"
"569","Reactome_2016","rRNA processing_Homo sapiens_R-HSA-72312","5/180",0.4695072,1,0,0,1.1111111,0.8400797,"LTV1;HEATR1;WDR75;CSNK1D;NOP10","http://www.reactome.org/download/index.html"
"1231","Panther_2016","Apoptosis signaling pathway_Homo sapiens_P00006","3/102",0.4710574,1,0,0,1.1764706,0.8856181,"AKT2;FADD;NFKB2","http://www.pantherdb.org/pathway/"
"854","KEGG_2019_Human","Glucagon signaling pathway","3/103",0.4774753,1,0,0,1.1650485,0.8612538,"CRTC2;AKT2;PHKA2","https://www.kegg.jp/"
"570","Reactome_2016","Recycling pathway of L1_Homo sapiens_R-HSA-437239","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"AP2A2","http://www.reactome.org/download/index.html"
"571","Reactome_2016","ZBP1(DAI) mediated induction of type I IFNs_Homo sapiens_R-HSA-1606322","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"NFKB2","http://www.reactome.org/download/index.html"
"572","Reactome_2016","TAK1 activates NFkB by phosphorylation and activation of IKKs complex_Homo sapiens_R-HSA-445989","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"NFKB2","http://www.reactome.org/download/index.html"
"573","Reactome_2016","TNFR1-induced NFkappaB signaling pathway_Homo sapiens_R-HSA-5357956","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"TRAF1","http://www.reactome.org/download/index.html"
"574","Reactome_2016","WNT ligand biogenesis and trafficking_Homo sapiens_R-HSA-3238698","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"PORCN","http://www.reactome.org/download/index.html"
"575","Reactome_2016","CaM pathway_Homo sapiens_R-HSA-111997","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"PRKAR2A","http://www.reactome.org/download/index.html"
"576","Reactome_2016","Calmodulin induced events_Homo sapiens_R-HSA-111933","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"PRKAR2A","http://www.reactome.org/download/index.html"
"577","Reactome_2016","Downregulation of TGF-beta receptor signaling_Homo sapiens_R-HSA-2173788","1/26",0.4824653,1,0,0,1.5384615,1.1213019,"SMURF1","http://www.reactome.org/download/index.html"
"855","KEGG_2019_Human","C-type lectin receptor signaling pathway","3/104",0.4838568,1,0,0,1.1538462,0.8376534,"PYCARD;AKT2;NFKB2","https://www.kegg.jp/"
"1087","WikiPathways_2019_Human","Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932","8/303",0.4879965,1,0,0,1.0561056,0.7576998,"CRTC2;RPS6KB1;AKT2;ULK1;TSC1;ITGAL;RAB8A;PIK3R5","https://www.wikipathways.org/"
"856","KEGG_2019_Human","Acute myeloid leukemia","2/66",0.4940062,1,0,0,1.2121212,0.8547967,"RPS6KB1;AKT2","https://www.kegg.jp/"
"857","KEGG_2019_Human","Human cytomegalovirus infection","6/225",0.4942953,1,0,0,1.0666667,0.751597,"CCR1;RPS6KB1;AKT2;TSC1;FADD;B2M","https://www.kegg.jp/"
"578","Reactome_2016","Interleukin-6 family signaling_Homo sapiens_R-HSA-6783589","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"IL11RA","http://www.reactome.org/download/index.html"
"579","Reactome_2016","Integrin alphaIIb beta3 signaling_Homo sapiens_R-HSA-354192","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"RASGRP2","http://www.reactome.org/download/index.html"
"580","Reactome_2016","Platelet calcium homeostasis_Homo sapiens_R-HSA-418360","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"STIM1","http://www.reactome.org/download/index.html"
"581","Reactome_2016","RORA activates gene expression_Homo sapiens_R-HSA-1368082","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"NCOA2","http://www.reactome.org/download/index.html"
"582","Reactome_2016","Synthesis of bile acids and bile salts_Homo sapiens_R-HSA-192105","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"NCOA2","http://www.reactome.org/download/index.html"
"583","Reactome_2016","Pyruvate metabolism_Homo sapiens_R-HSA-70268","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"MPC2","http://www.reactome.org/download/index.html"
"1088","WikiPathways_2019_Human","Eicosanoid Synthesis WP167","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"ALOX5AP","https://www.wikipathways.org/"
"1089","WikiPathways_2019_Human","Follicle Stimulating Hormone (FSH) signaling pathway WP2035","1/27",0.4954205,1,0,0,1.4814815,1.0405161,"RPS6KB1","https://www.wikipathways.org/"
"584","Reactome_2016","L13a-mediated translational silencing of Ceruloplasmin expression_Homo sapiens_R-HSA-156827","3/106",0.4965066,1,0,0,1.1320755,0.7926322,"EIF3I;EIF3G;EIF3B","http://www.reactome.org/download/index.html"
"585","Reactome_2016","3' -UTR-mediated translational regulation_Homo sapiens_R-HSA-157279","3/106",0.4965066,1,0,0,1.1320755,0.7926322,"EIF3I;EIF3G;EIF3B","http://www.reactome.org/download/index.html"
"858","KEGG_2019_Human","Kaposi sarcoma-associated herpesvirus infection","5/186",0.4981934,1,0,0,1.0752688,0.7492118,"CCR1;AKT2;FADD;MAP2K7;PIK3R5","https://www.kegg.jp/"
"586","Reactome_2016","GTP hydrolysis and joining of the 60S ribosomal subunit_Homo sapiens_R-HSA-72706","3/107",0.502773,1,0,0,1.1214953,0.7711586,"EIF3I;EIF3G;EIF3B","http://www.reactome.org/download/index.html"
"587","Reactome_2016","HATs acetylate histones_Homo sapiens_R-HSA-3214847","3/107",0.502773,1,0,0,1.1214953,0.7711586,"NCOA2;TRRAP;KANSL3","http://www.reactome.org/download/index.html"
"859","KEGG_2019_Human","Breast cancer","4/147",0.5029167,1,0,0,1.0884354,0.748115,"RPS6KB1;AKT2;DVL3;NFKB2","https://www.kegg.jp/"
"588","Reactome_2016","Recognition of DNA damage by PCNA-containing replication complex_Homo sapiens_R-HSA-110314","1/28",0.508052,1,0,0,1.4285714,0.9673878,"RBX1","http://www.reactome.org/download/index.html"
"589","Reactome_2016","Endosomal Sorting Complex Required For Transport (ESCRT)_Homo sapiens_R-HSA-917729","1/28",0.508052,1,0,0,1.4285714,0.9673878,"VPS4A","http://www.reactome.org/download/index.html"
"590","Reactome_2016","Ca-dependent events_Homo sapiens_R-HSA-111996","1/28",0.508052,1,0,0,1.4285714,0.9673878,"PRKAR2A","http://www.reactome.org/download/index.html"
"591","Reactome_2016","Synthesis of PA_Homo sapiens_R-HSA-1483166","1/28",0.508052,1,0,0,1.4285714,0.9673878,"DDHD1","http://www.reactome.org/download/index.html"
"1090","WikiPathways_2019_Human","TLR4 Signaling and Tolerance WP3851","1/28",0.508052,1,0,0,1.4285714,0.9673878,"INPP5D","https://www.wikipathways.org/"
"1232","Panther_2016","General transcription regulation_Homo sapiens_P00023","1/28",0.508052,1,0,0,1.4285714,0.9673878,"TAF1C","http://www.pantherdb.org/pathway/"
"1091","WikiPathways_2019_Human","Thermogenesis WP4321","3/108",0.5089993,1,0,0,1.1111111,0.7503429,"KDM3A;RPS6KB1;TSC1","https://www.wikipathways.org/"
"592","Reactome_2016","COPII (Coat Protein 2) Mediated Vesicle Transport_Homo sapiens_R-HSA-204005","2/68",0.5098679,1,0,0,1.1764706,0.7924749,"TRAPPC5;CSNK1D","http://www.reactome.org/download/index.html"
"860","KEGG_2019_Human","Epithelial cell signaling in Helicobacter pylori infection","2/68",0.5098679,1,0,0,1.1764706,0.7924749,"ATP6V0E1;ATP6V1E1","https://www.kegg.jp/"
"861","KEGG_2019_Human","Staphylococcus aureus infection","2/68",0.5098679,1,0,0,1.1764706,0.7924749,"MASP2;ITGAL","https://www.kegg.jp/"
"862","KEGG_2019_Human","Renal cell carcinoma","2/69",0.5176757,1,0,0,1.1594203,0.7633696,"AKT2;RBX1","https://www.kegg.jp/"
"1092","WikiPathways_2019_Human","Sterol Regulatory Element-Binding Proteins (SREBP) signalling WP1982","2/69",0.5176757,1,0,0,1.1594203,0.7633696,"MED15;LSS","https://www.wikipathways.org/"
